seed,onset_year,final_neoplastic_pct,year_25pct,year_50pct,year_90pct
0,-1,4.58,-1,-1,-1
1,-1,6.51,-1,-1,-1
2,-1,8.45,-1,-1,-1
3,-1,4.90,-1,-1,-1
4,-1,7.69,-1,-1,-1
5,-1,6.64,-1,-1,-1
6,-1,7.12,-1,-1,-1
7,-1,9.19,-1,-1,-1
8,-1,7.20,-1,-1,-1
9,-1,5.00,-1,-1,-1
