brca1_rate,low_delta,high_delta,neoplastic_div_rate,weight,distance_weighted_sse,onset_age,sat25,sat50,sat90
0.015690,0.273206,0.616224,0.236518,0.00801286,11.1700,44.00,52.00,54.00,-1.00
0.016363,0.308385,0.937046,0.164477,0.00672402,11.7700,48.00,57.00,63.00,-1.00
0.016419,0.335577,1.152939,0.164839,0.00813995,8.2600,45.00,54.50,60.00,-1.00
0.011748,0.410588,0.774187,0.187852,0.00523180,7.5200,47.00,55.00,58.50,-1.00
0.009091,0.215608,0.729537,0.169588,0.00691783,13.6000,47.50,55.50,58.50,-1.00
0.011815,0.366954,0.674433,0.166902,0.00490672,12.2800,49.00,58.00,63.00,-1.00
0.010136,0.154660,0.574384,0.210957,0.00791326,5.5700,45.00,53.00,59.00,-1.00
0.014086,0.404883,0.952222,0.131159,0.00813638,12.1800,46.00,59.00,65.00,-1.00
0.013188,0.365422,1.159986,0.206711,0.00625118,7.7700,46.00,55.00,58.00,-1.00
0.013510,0.398874,0.643889,0.186405,0.00518018,7.9600,45.50,56.00,61.00,-1.00
0.011712,0.296555,0.436486,0.213320,0.00568380,11.8700,44.50,52.00,56.00,-1.00
0.012583,0.335112,0.525058,0.172888,0.00488253,13.0000,49.00,59.00,63.00,-1.00
0.014447,0.229348,1.174961,0.235674,0.00921921,12.6100,43.50,51.00,54.50,-1.00
0.014231,0.413175,0.559345,0.131142,0.00834136,5.9500,46.00,56.50,62.50,-1.00
0.010416,0.212634,0.480089,0.237525,0.00844268,12.7700,46.50,55.00,58.00,-1.00
0.010309,0.311080,1.009883,0.168009,0.00555612,2.8200,46.00,55.00,61.50,-1.00
0.014007,0.268875,0.269114,0.210593,0.00697080,6.9100,45.00,54.00,56.50,-1.00
0.009829,0.204126,0.964326,0.228967,0.00811988,10.7000,47.00,52.50,58.00,-1.00
0.012952,0.168311,0.751309,0.215745,0.00656773,11.4400,49.00,57.00,62.00,-1.00
0.010318,0.230502,0.673038,0.159615,0.00614299,7.6800,47.00,55.50,62.00,-1.00
0.013961,0.203211,0.964566,0.239033,0.00826795,5.9000,45.00,51.00,56.00,-1.00
0.010364,0.225021,1.044501,0.154631,0.00717702,3.4500,44.00,53.50,60.00,-1.00
0.016204,0.321888,0.337586,0.190319,0.00752384,5.7700,42.00,50.50,54.00,-1.00
0.013291,0.341866,0.654134,0.183463,0.00459027,7.3800,46.50,54.00,60.00,-1.00
0.012125,0.432269,0.527157,0.187668,0.00605077,13.4200,45.00,53.00,59.00,-1.00
0.010161,0.267867,1.057971,0.224057,0.00698850,8.9300,44.00,52.00,57.00,-1.00
0.010367,0.225139,0.560271,0.178768,0.00582569,11.2000,50.00,57.50,63.00,-1.00
0.012661,0.166322,0.544104,0.214311,0.00684436,9.9100,50.00,58.00,62.00,-1.00
0.016167,0.430162,0.874518,0.203242,0.00794939,11.7400,46.00,56.00,57.00,-1.00
0.012300,0.216911,1.119427,0.195208,0.00611042,8.2800,49.00,58.00,61.50,-1.00
0.016250,0.329259,0.401526,0.177239,0.00712837,5.5900,47.00,55.00,60.00,-1.00
0.016563,0.358925,1.054311,0.167604,0.00762386,4.4200,48.00,58.00,62.50,-1.00
0.015092,0.354614,1.168635,0.156446,0.00741759,7.3800,46.00,54.50,61.00,-1.00
0.011688,0.352669,1.188953,0.131323,0.00880015,7.2300,48.00,57.00,63.00,-1.00
0.013287,0.415837,0.590847,0.167017,0.00568241,10.0800,46.00,55.00,58.00,-1.00
0.011574,0.214057,0.999298,0.230756,0.00719278,13.1000,45.00,50.00,55.00,-1.00
0.012813,0.371701,1.166767,0.229053,0.00781462,13.3900,46.50,53.00,56.00,-1.00
0.009552,0.246672,0.805157,0.151582,0.00684861,7.8200,48.50,55.00,63.00,-1.00
0.015943,0.326662,0.779715,0.226616,0.00721577,11.6600,44.00,51.00,57.00,-1.00
0.013116,0.426798,0.668653,0.207011,0.00606314,5.7300,46.00,53.00,58.00,-1.00
0.011365,0.163512,0.649008,0.224484,0.00744031,9.3900,45.00,52.50,56.00,-1.00
0.014448,0.256090,0.344733,0.237884,0.00873974,7.8300,47.00,50.50,54.00,-1.00
0.011973,0.262033,0.971937,0.237780,0.00699455,12.0300,44.00,53.00,57.00,-1.00
0.012721,0.319541,0.518580,0.185569,0.00476782,13.3400,48.50,57.00,60.00,-1.00
0.012586,0.440064,1.021788,0.156082,0.00690611,4.5000,45.50,55.50,61.00,-1.00
0.015138,0.242340,0.848377,0.179663,0.00559585,10.0800,45.50,56.00,58.00,-1.00
0.010427,0.154162,0.574681,0.227712,0.00873531,11.6100,46.00,54.50,59.50,-1.00
0.008406,0.293068,0.556078,0.138020,0.00940369,10.1200,49.00,60.50,66.00,-1.00
0.013593,0.206137,0.449735,0.220361,0.00677551,13.0000,48.00,55.00,57.00,-1.00
0.008721,0.283886,0.595174,0.164469,0.00679903,12.4900,46.00,54.00,60.50,-1.00
0.009949,0.437856,0.591880,0.148456,0.00791507,10.0800,45.50,57.00,63.00,-1.00
0.011658,0.190972,1.171154,0.172315,0.00743071,8.8300,48.00,57.50,62.00,-1.00
0.012446,0.317486,0.712544,0.232074,0.00597683,6.7200,46.00,55.00,59.00,-1.00
0.015736,0.306203,1.092778,0.149490,0.00776712,12.4100,42.00,52.00,59.00,-1.00
0.009065,0.168438,0.638662,0.231159,0.00987468,9.9000,49.00,57.00,58.00,-1.00
0.013473,0.237156,0.500161,0.175735,0.00541701,8.6500,46.00,57.50,62.00,-1.00
0.010619,0.290560,0.339838,0.149899,0.00737671,5.1900,50.00,61.00,63.00,-1.00
0.014692,0.192385,1.027175,0.154665,0.00803173,8.3900,45.00,56.00,60.00,-1.00
0.013889,0.272532,0.401543,0.209390,0.00590541,9.6500,47.00,54.00,59.00,-1.00
0.012763,0.256662,0.935533,0.170488,0.00502617,4.4100,44.50,54.00,59.00,-1.00
0.010753,0.274719,0.905304,0.182625,0.00496125,6.7100,44.00,55.00,61.00,-1.00
0.013082,0.320385,0.382156,0.152823,0.00623044,2.8200,48.00,59.00,62.00,-1.00
0.011607,0.270905,0.860227,0.186281,0.00466109,11.5400,48.00,53.00,56.00,-1.00
0.012197,0.449846,0.692083,0.184845,0.00602419,3.9600,48.00,56.50,60.50,-1.00
0.013759,0.411146,0.897040,0.173844,0.00552116,3.8100,47.00,53.00,58.00,-1.00
0.011982,0.246154,0.478164,0.221562,0.00605982,13.4100,44.00,49.00,54.00,-1.00
0.012721,0.218590,1.080019,0.218045,0.00655890,11.9700,46.00,54.00,58.50,-1.00
0.012185,0.347401,0.644897,0.167148,0.00477685,11.4400,46.00,54.00,61.50,-1.00
0.012888,0.284726,0.489339,0.195776,0.00495689,7.0600,44.00,53.50,59.00,-1.00
0.008495,0.371491,0.910525,0.140117,0.00881133,10.1000,46.00,59.00,65.00,-1.00
0.014143,0.414578,1.066459,0.171872,0.00640344,11.6100,43.50,53.00,58.00,-1.00
0.012676,0.414612,0.629851,0.172213,0.00540732,11.8900,48.00,57.00,62.00,-1.00
0.014341,0.244346,0.589168,0.215898,0.00579887,7.4500,45.50,54.50,59.50,-1.00
0.012913,0.305166,0.368137,0.130377,0.00832281,11.9600,48.00,59.00,66.00,-1.00
0.014001,0.440441,1.141608,0.159927,0.00792887,13.3400,46.00,57.00,62.00,-1.00
0.012639,0.307442,0.782160,0.211291,0.00482161,6.2900,47.00,54.00,58.00,-1.00
0.015343,0.207905,0.916130,0.237122,0.00876640,8.6200,47.50,54.00,58.50,-1.00
0.013055,0.188089,0.548207,0.154642,0.00702985,7.6700,47.50,57.00,63.50,-1.00
0.008059,0.366060,1.047098,0.180870,0.00792089,9.3400,44.00,54.00,59.00,-1.00
0.014864,0.416007,0.888536,0.184304,0.00603001,11.7700,46.00,53.00,59.00,-1.00
0.011486,0.336997,0.768167,0.207144,0.00488395,13.3000,51.00,59.00,59.00,-1.00
0.014075,0.174418,0.988490,0.222363,0.00771674,7.8000,45.50,55.00,59.00,-1.00
0.009653,0.256870,0.777688,0.237994,0.00784093,8.2200,44.00,52.00,57.00,-1.00
0.011012,0.309592,0.679627,0.209544,0.00504618,11.6500,48.00,54.50,56.00,-1.00
0.016275,0.398140,0.756076,0.195610,0.00686851,3.0500,43.50,53.00,57.50,-1.00
0.011119,0.371867,0.670491,0.179050,0.00493918,2.8900,45.00,53.00,59.00,-1.00
0.008883,0.168373,1.017900,0.200625,0.00894434,12.1800,43.00,52.00,57.50,-1.00
0.016005,0.177843,0.833166,0.220934,0.00857832,13.1700,45.00,50.50,53.00,-1.00
0.008184,0.256273,1.054405,0.180417,0.00781304,3.8500,48.00,55.50,60.50,-1.00
0.012304,0.207431,1.062164,0.182888,0.00597373,11.0100,46.50,55.00,60.50,-1.00
0.014563,0.272380,0.386507,0.209599,0.00630186,8.1000,43.00,53.00,58.00,-1.00
0.010218,0.187898,0.434158,0.203976,0.00726076,10.1800,48.50,56.00,58.50,-1.00
0.013157,0.278970,0.451708,0.203598,0.00529030,11.4000,48.00,54.00,59.00,-1.00
0.011650,0.330136,0.750551,0.191499,0.00452751,9.7700,48.00,53.00,59.00,-1.00
0.013363,0.221093,0.684357,0.170477,0.00532950,11.2100,50.00,59.00,64.00,-1.00
0.015607,0.210754,0.765575,0.231182,0.00800254,13.3200,47.00,53.00,59.00,-1.00
0.013910,0.327410,0.697004,0.234332,0.00648975,10.0800,43.00,51.00,55.50,-1.00
0.015287,0.266144,0.305632,0.151120,0.00836599,9.3000,45.00,56.00,62.00,-1.00
0.013827,0.180488,0.232510,0.224107,0.00959110,4.5400,49.00,57.50,61.00,-1.00
0.011592,0.253904,0.590982,0.173342,0.00503401,9.4100,48.00,58.00,60.00,-1.00
0.013513,0.330553,0.896066,0.202613,0.00484660,12.8600,48.50,55.00,57.00,-1.00
0.012245,0.221799,0.428398,0.225639,0.00680639,9.1700,44.00,50.00,54.00,-1.00
0.011701,0.447518,1.060644,0.192976,0.00691165,12.2400,47.00,53.50,59.00,-1.00
0.012779,0.401615,0.408325,0.149002,0.00695914,13.4200,48.00,56.00,62.00,-1.00
0.015353,0.417810,1.198927,0.197338,0.00846172,11.1200,47.00,50.00,53.00,-1.00
0.011935,0.304617,0.581271,0.216680,0.00527040,5.5400,45.00,52.50,57.50,-1.00
0.013457,0.328599,0.356247,0.138678,0.00756064,11.2900,48.00,60.00,64.00,-1.00
0.012491,0.355174,1.094496,0.194815,0.00538669,4.5900,47.00,53.00,59.50,-1.00
0.008833,0.252465,1.167974,0.176829,0.00790285,9.6000,48.00,55.00,59.00,-1.00
0.014737,0.313382,1.009739,0.197179,0.00544232,13.6300,49.50,52.00,56.00,-1.00
0.008558,0.164046,0.689078,0.236388,0.01151216,8.6500,50.00,56.00,59.50,-1.00
0.013397,0.236412,0.914522,0.207650,0.00531856,7.7600,42.00,50.00,55.00,-1.00
0.014604,0.437134,0.849346,0.197424,0.00649750,6.2300,46.00,53.00,56.00,-1.00
0.011477,0.356511,0.611055,0.184003,0.00480513,11.0000,47.00,53.00,58.00,-1.00
0.009177,0.193437,0.494784,0.179868,0.00773177,9.4800,49.00,53.00,58.50,-1.00
0.010994,0.404519,0.760677,0.174342,0.00535558,4.0200,45.00,54.00,59.00,-1.00
0.016954,0.403684,0.815132,0.155274,0.00853779,4.5600,48.00,57.00,63.00,-1.00
0.012717,0.264620,0.380652,0.184482,0.00549545,6.2900,47.00,54.50,58.00,-1.00
0.015451,0.239524,0.885951,0.186610,0.00585703,7.3000,44.00,52.00,57.50,-1.00
0.011172,0.327493,0.791327,0.188404,0.00461153,5.5000,47.50,56.00,62.00,-1.00
0.012327,0.387316,0.458079,0.195158,0.00560786,13.1200,43.00,53.00,58.00,-1.00
0.011835,0.316221,0.369844,0.170948,0.00564754,13.3200,47.00,56.00,62.00,-1.00
0.013120,0.415123,0.432670,0.168687,0.00626740,6.8700,43.00,55.00,60.00,-1.00
0.015365,0.181422,0.425279,0.200871,0.00778556,6.1000,48.50,56.00,55.50,-1.00
0.015358,0.296919,0.634282,0.200054,0.00548018,7.0500,44.00,51.00,56.50,-1.00
0.014180,0.195042,0.653345,0.238726,0.00803078,9.4900,45.00,53.00,57.50,-1.00
0.011033,0.375630,0.643784,0.208463,0.00549247,10.8900,44.00,53.50,58.00,-1.00
0.010966,0.375619,1.177596,0.169465,0.00648046,11.0600,47.00,56.00,59.00,-1.00
