brca1_rate,low_delta,high_delta,neoplastic_div_rate,weight,distance_weighted_sse,onset_age,sat25,sat50,sat90
0.013866,0.419938,0.819288,0.168968,0.00589695,5.9500,46.00,55.00,60.00,-1.00
0.016687,0.373238,0.847922,0.186156,0.00655858,6.0100,46.00,55.50,61.00,-1.00
0.010180,0.429706,0.450932,0.145140,0.00926323,7.0500,45.00,59.00,61.00,-1.00
0.011141,0.364957,0.413566,0.152896,0.00712805,8.2300,46.00,56.00,61.50,-1.00
0.012809,0.398382,0.514355,0.157094,0.00632399,1.0100,47.00,55.00,61.50,-1.00
0.012155,0.214300,1.064641,0.206776,0.00606636,8.5300,44.00,53.00,58.00,-1.00
0.012687,0.228444,1.021627,0.205338,0.00561286,8.8300,47.00,54.00,56.50,-1.00
0.012699,0.425129,0.636274,0.215530,0.00629273,3.3800,45.00,53.00,58.00,-1.00
0.014543,0.150188,0.805914,0.221074,0.00709275,6.9000,45.00,52.00,57.00,-1.00
0.009668,0.177312,0.480218,0.219462,0.00787303,5.7300,47.50,56.00,60.50,-1.00
0.011915,0.386789,1.016970,0.180849,0.00579774,7.5400,44.00,53.00,58.50,-1.00
0.014403,0.420081,1.057312,0.165906,0.00693583,1.1400,45.00,54.50,58.50,-1.00
0.016694,0.252802,0.577032,0.217583,0.00699595,6.5100,45.50,51.00,54.00,-1.00
0.010653,0.286798,0.848767,0.196659,0.00526095,6.9000,48.00,57.00,63.00,-1.00
0.015485,0.415470,0.814082,0.128639,0.00963500,5.1900,43.00,55.50,62.00,-1.00
