brca1_rate,low_delta,high_delta,neoplastic_div_rate,tp53_rate,d1_threshold,d2_threshold,division_rate,tumor_threshold,distance,weight,onset_age,sat25,sat50,sat90
0.07589251714328821,0.1449533064315678,0.24194913035873641,0.21465139114396004,0.003719311747198412,2.6223680309557107,5.443057893530451,0.0008297437857995125,0.07434660589306422,345.92,0.005522343762106324,31.0,35.0,39.0,70.0
0.06737449535391013,0.21116232569448026,0.29679377862887785,0.21351049204464304,0.0024000048971024126,1.433915138463943,2.533297071958999,0.001030789979005427,0.04041111566398661,509.7,0.005392533957699916,24.0,31.0,35.5,-1.0
0.04939369488320909,0.12935692810759014,0.31007413697614694,0.1087917916238926,0.0027627403194468605,1.3368079070674037,2.8920611685965674,0.0013376128917983647,0.06505884419079636,121.87,0.005294126273171647,39.0,49.0,55.5,-1.0
0.04567650861772334,0.09092495177703762,0.21558161909464663,0.21233207424874953,0.0027909689246847164,2.5466618466048425,5.382080144047038,0.0011093314860787231,0.055764818356431135,34.7,0.0037681443917814694,43.0,50.0,55.0,-1.0
0.02558282049408755,0.07811162303262337,0.39641995166068833,0.19742843353291767,0.002645560537352984,2.1722708939549165,5.664531563128817,0.0009301931833481846,0.025625158988184182,187.67,0.005373906440538306,55.0,66.0,71.0,-1.0
0.062757896585708,0.10765492965421389,0.24691925306346013,0.17079144714459202,0.0041419514411024675,2.222378388381132,5.689770569155884,0.0005886839332746568,0.042480606921127144,29.48,0.0040286421330089,40.0,49.0,53.0,-1.0
0.05472601535574789,0.14969719346245264,0.4739102028652734,0.12066303007608241,0.0018300197073639782,2.5612269429230485,4.914165012478673,0.0009202952690129946,0.07251708578575637,380.78,0.004398506531772706,38.5,47.0,53.0,-1.0
0.04951227440663218,0.1360731003345384,0.421466895820552,0.15830761966532014,0.0017867547734235763,1.6777201281950196,2.914221720938847,0.0009779445053313904,0.06237512980860506,148.83,0.0038034463060256183,36.0,45.0,49.5,-1.0
0.07545587130720197,0.07604245994610459,0.32465173097464073,0.14901472243662495,0.0015226286344734237,2.89576952866314,3.307923201519389,0.001437586303956262,0.038264095524917906,529.03,0.009258940613149793,30.0,40.0,45.0,-1.0
0.07756542726831193,0.1913336743485153,0.2934835953519068,0.2072515132147751,0.0035628782250440054,1.0631794005652835,6.315285676443405,0.0005509560928665621,0.05048491855883527,284.68,0.006201543775306927,32.0,40.0,45.0,70.0
