brca1_rate,low_delta,high_delta,neoplastic_div_rate,tp53_rate,d1_threshold,d2_threshold,division_rate,tumor_threshold,distance,weight,onset_age,sat25,sat50,sat90
0.07509630120634468,0.1105909290874383,0.4691461442554562,0.23924696537281043,0.0031364356450687587,2.0810931430353383,4.782175277211781,0.0010216735307848022,0.05242228164217386,276.07,0.005389074728663754,31.0,38.0,42.0,-1.0
0.05738989355758098,0.18429619692774066,0.5705352257723082,0.15816649666294474,0.0029952305834324705,2.007468998533679,5.142990196501377,0.000969159241940737,0.050400374324496434,320.18,0.003258528412285438,32.0,41.0,46.0,-1.0
0.05733845362846716,0.0880267013403638,0.4655676168001377,0.22204023590202496,0.0028735867976883967,1.9152611487948579,4.761013020799494,0.0010814966307220986,0.05244900921222421,126.78,0.005030254798733146,40.0,45.5,49.0,-1.0
0.06889353486124644,0.18602215478495182,0.5926641772727752,0.12739923877414372,0.0030643900489944345,1.9170932593301067,4.94948169093324,0.0010033475815270111,0.050865494458335304,178.22,0.004399378308875614,32.0,41.0,46.0,-1.0
0.06034701161136957,0.11232492878220109,0.4668242084174184,0.13170095680816715,0.0032327848732833235,1.8711933985122837,5.207607650721636,0.0010294383578630664,0.05250862202254752,108.36,0.004316447579883137,38.0,49.0,54.0,-1.0
0.05004529978510066,0.1755060019781786,0.42010792556159726,0.17761007859814884,0.002867919057589589,2.1496997305511836,5.210470566830571,0.0009784870599128172,0.05444686535291719,147.01,0.003955443208612462,35.0,44.0,49.0,-1.0
0.04583031733888481,0.0908642551503769,0.21595733571612713,0.2123179253613705,0.0029580888065448008,2.109468114951467,5.075832252418082,0.0010218237745120975,0.05115471669416511,33.44,0.003888435547264778,44.5,52.0,55.5,-1.0
0.04459500838282578,0.11270388068742576,0.5754509949582408,0.17830760774465318,0.0028993183042493875,1.8987448172646784,4.914745042167582,0.0010724062193172724,0.05493475855326875,78.31,0.0053506318220852105,37.5,46.0,51.0,-1.0
0.0373339915268225,0.13890100908496902,0.5864880705434552,0.1097525420102612,0.0031122348233028436,1.8675328024577222,5.11472326481739,0.0010620128608946236,0.04880469409308495,244.33,0.005683683870719267,41.0,54.0,61.0,-1.0
0.07162808345352824,0.1303981858878528,0.13319881900460204,0.13102671165683824,0.0027321637841924325,1.8346776542980352,4.566504427456054,0.0010243716578526043,0.05202236378946769,320.77,0.00792882630334799,35.5,44.0,50.5,-1.0
0.05137205479330213,0.18116377903678305,0.5127537630862867,0.17356700090369262,0.0028759718890769264,1.9346591842059435,5.431038837278811,0.0010658136016642606,0.05146570195605456,142.98,0.0041619389625450875,36.0,44.0,49.0,-1.0
0.02843362723369152,0.08356819365869503,0.3029380370818433,0.16134908362033756,0.0031865205857226618,1.874776277401003,4.5212092632063134,0.0010724320709340855,0.04996913246943768,171.84,0.006896026128512223,46.0,55.0,61.0,-1.0
0.04124864843793256,0.14853276961160614,0.49856805314151065,0.1002110058923663,0.0028183650383732293,1.9432300542886065,4.819167938281774,0.0009835640379664034,0.04560202260415276,64.04,0.0056071596408223566,42.0,55.0,62.0,-1.0
