brca1_rate,low_delta,high_delta,neoplastic_div_rate,tp53_rate,d1_threshold,d2_threshold,division_rate,tumor_threshold,distance,weight,onset_age,sat25,sat50,sat90
0.056707403626883035,0.12292901688390333,0.49464441814477955,0.14479344900031896,0.003060136026638125,1.92992353468166,5.327232771336243,0.0009561013765873492,0.04850247952427923,31.89,0.00492800974002001,40.0,50.0,55.0,-1.0
0.045130977742067487,0.08823556866812278,0.2879801508306893,0.23613039190721546,0.002949405777015459,2.0573643332841245,5.018718167441458,0.001076150607131643,0.047444487121318754,32.48,0.004349287360932931,45.0,51.5,56.0,-1.0
0.04635821219609447,0.11351430922567478,0.316420456143493,0.1311765603319614,0.0029871559567820273,2.0203426657971084,5.343818624693414,0.0010507274833006155,0.050772028064218266,17.3,0.0029866597692066723,45.0,54.5,60.0,-1.0
0.048886056796567594,0.12915969606428457,0.23521960384197496,0.1854224757586274,0.002726789952854527,2.063679070163411,5.4596551043361075,0.0009112937561003587,0.04618676208770055,16.08,0.006521923617031804,42.0,49.0,53.0,-1.0
0.04780144375810217,0.1057369660610963,0.2238278336394594,0.2051450375459891,0.0028721136553771713,2.0045393150851876,5.278217923728783,0.0010370520688195624,0.052731955004655794,39.75,0.003646257176721338,44.0,50.0,55.0,-1.0
0.044651620886907314,0.09782490165012034,0.35294209713926006,0.21843961396578523,0.0028637336518425177,2.072483336668494,5.00587839714948,0.0009785688570195265,0.05065001271444299,1.62,0.003115428760000781,44.0,51.0,54.5,-1.0
0.056774841690408175,0.14616056156987373,0.2103530292097004,0.1289947187223841,0.0030935323585234466,2.0149454941378866,5.081525928454011,0.001002631279146263,0.05159718754683278,37.61,0.005713623420090529,38.0,48.0,54.0,-1.0
0.04918761803734608,0.11077193599540318,0.46406542593157635,0.1184759128085199,0.0032438247970060768,1.885141708285379,4.974374279398363,0.001023693590054572,0.05284496589251629,1.84,0.004519611176408086,42.5,54.0,60.0,-1.0
0.041283250017303035,0.09745194084378715,0.42066326244675806,0.1661751593947404,0.0029303157964965408,1.8256006374230629,4.860046388924347,0.0009250139276707995,0.05152275701430236,4.77,0.0042431374791477615,46.0,55.0,60.0,-1.0
0.04377735186467204,0.11409678469012026,0.14357469916246737,0.13778002177649268,0.0027837541711089697,1.926052392972112,4.788534672957155,0.0010383273264962228,0.04726466583761697,0.94,0.003983315113172207,43.0,52.5,58.0,-1.0
0.04660822236239685,0.1015142768762112,0.587588445644478,0.13436374377390636,0.003220939013447909,2.090860537218361,5.06482324595185,0.0010579461918990992,0.05308047421593127,5.74,0.005274676296135313,44.0,55.0,59.5,-1.0
