seed,onset_year,final_neoplastic_pct,year_25pct,year_50pct,year_90pct
200884,-1,0.00,-1,-1,-1
200885,50,51.43,64,69,-1
200886,-1,0.00,-1,-1,-1
200887,49,52.38,60,66,-1
200888,60,50.00,71,76,-1
200889,35,50.79,42,50,-1
200890,49,50.00,64,72,-1
200891,64,50.00,71,78,-1
200892,-1,0.00,-1,-1,-1
200893,-1,0.00,-1,-1,-1
200894,48,52.63,63,68,-1
200895,-1,0.00,-1,-1,-1
200896,-1,0.00,-1,-1,-1
200897,-1,0.00,-1,-1,-1
200898,35,53.16,45,52,-1
200899,37,54.55,49,55,-1
200900,-1,0.00,-1,-1,-1
200901,27,50.00,40,46,-1
200902,-1,0.00,-1,-1,-1
200903,31,53.19,39,46,-1
200904,-1,0.00,-1,-1,-1
200905,37,50.85,52,58,-1
200906,36,52.63,47,54,-1
200907,-1,0.00,-1,-1,-1
200908,61,40.00,76,-1,-1
200909,-1,0.00,-1,-1,-1
200910,28,52.50,39,45,-1
200911,36,52.56,47,53,-1
200912,-1,0.00,-1,-1,-1
200913,-1,0.00,-1,-1,-1
200914,54,52.78,64,69,-1
200915,-1,0.00,-1,-1,-1
200916,-1,0.00,-1,-1,-1
200917,-1,0.00,-1,-1,-1
200918,-1,0.00,-1,-1,-1
200919,-1,0.00,-1,-1,-1
200920,-1,0.00,-1,-1,-1
200921,44,51.02,55,63,-1
200922,35,53.62,46,52,-1
200923,37,51.85,48,53,-1
200924,66,26.67,80,-1,-1
200925,65,55.00,72,78,-1
200926,-1,0.00,-1,-1,-1
200927,35,50.00,42,48,-1
200928,49,52.83,58,63,-1
200929,40,50.94,52,57,-1
200930,-1,0.00,-1,-1,-1
200931,32,52.11,40,46,-1
200932,-1,0.00,-1,-1,-1
200933,38,52.63,50,56,-1
200934,46,50.00,57,65,-1
200935,-1,0.00,-1,-1,-1
200936,-1,0.00,-1,-1,-1
200937,-1,0.00,-1,-1,-1
200938,34,53.23,49,54,-1
200939,44,51.35,58,62,-1
200940,27,51.85,38,44,-1
200941,-1,0.00,-1,-1,-1
200942,-1,0.00,-1,-1,-1
200943,38,51.72,51,56,-1
200944,39,53.73,46,53,-1
200945,42,52.00,58,64,-1
200946,61,56.52,68,73,-1
200947,-1,0.00,-1,-1,-1
200948,-1,0.00,-1,-1,-1
200949,58,50.00,75,80,-1
200950,-1,0.00,-1,-1,-1
200951,-1,0.00,-1,-1,-1
200952,56,55.56,68,74,-1
200953,32,50.00,44,52,-1
200954,34,53.42,46,52,-1
200955,-1,0.00,-1,-1,-1
200956,52,53.66,61,67,-1
200957,45,51.72,53,59,-1
200958,-1,0.00,-1,-1,-1
200959,33,50.00,47,53,-1
200960,53,53.57,63,70,-1
200961,53,54.17,61,66,-1
200962,-1,0.00,-1,-1,-1
200963,49,50.00,62,69,-1
200964,62,50.00,68,74,-1
200965,35,51.09,48,53,-1
200966,33,50.00,43,49,-1
200967,-1,0.00,-1,-1,-1
200968,43,51.02,52,57,-1
200969,34,54.05,47,53,-1
200970,30,56.63,41,46,-1
200971,-1,0.00,-1,-1,-1
200972,32,54.05,41,47,-1
200973,-1,0.00,-1,-1,-1
200974,-1,0.00,-1,-1,-1
200975,37,50.00,44,49,-1
200976,33,54.29,48,52,-1
200977,-1,0.00,-1,-1,-1
200978,42,52.38,55,61,-1
200979,53,53.33,64,70,-1
200980,33,55.71,45,52,-1
200981,-1,0.00,-1,-1,-1
200982,40,54.29,53,58,-1
200983,24,52.59,36,42,-1
200984,-1,0.00,-1,-1,-1
200985,71,12.50,-1,-1,-1
200986,-1,0.00,-1,-1,-1
200987,-1,0.00,-1,-1,-1
200988,-1,0.00,-1,-1,-1
200989,34,50.75,43,51,-1
200990,-1,0.00,-1,-1,-1
200991,37,53.95,51,59,-1
200992,46,50.00,61,66,-1
200993,36,52.94,47,52,-1
200994,31,50.98,38,43,-1
200995,25,53.17,35,41,-1
200996,45,53.49,55,61,-1
200997,-1,0.00,-1,-1,-1
200998,-1,0.00,-1,-1,-1
200999,-1,0.00,-1,-1,-1
