brca1_rate,low_delta,high_delta,neoplastic_div_rate,weight,distance_weighted_sse,onset_age,sat25,sat50,sat90
0.046960,0.088238,0.537812,0.180357,0.00500000,8.5500,42.00,51.50,55.00,-1.00
0.041962,0.136002,0.559895,0.161402,0.00500000,15.4400,43.00,52.00,57.00,-1.00
0.041952,0.097322,0.386299,0.167401,0.00500000,6.7200,43.00,52.00,58.00,-1.00
0.040323,0.123535,0.527732,0.139262,0.00500000,8.9300,46.00,54.50,60.00,-1.00
0.039553,0.098707,0.145368,0.159952,0.00500000,16.0900,48.00,55.50,59.50,-1.00
0.038921,0.076391,0.595090,0.239345,0.00500000,14.5900,47.00,52.00,57.00,-1.00
0.037207,0.076399,0.529467,0.227485,0.00500000,6.4800,47.00,53.50,58.00,-1.00
0.056489,0.093179,0.425107,0.118671,0.00500000,12.0800,46.50,56.00,61.00,-1.00
0.038810,0.131066,0.365200,0.129879,0.00500000,7.8400,43.00,54.00,61.00,-1.00
0.050111,0.118493,0.276062,0.131656,0.00500000,19.8000,42.00,52.00,58.00,-1.00
0.041422,0.095477,0.565811,0.151875,0.00500000,6.2900,48.00,56.50,61.00,-1.00
0.043537,0.100216,0.571780,0.210491,0.00500000,11.0400,45.50,52.00,56.00,-1.00
0.049278,0.095250,0.524607,0.121974,0.00500000,14.7600,43.50,55.00,61.00,-1.00
0.048240,0.097148,0.341460,0.237633,0.00500000,7.5700,41.00,49.00,53.00,-1.00
0.043886,0.089113,0.331207,0.200614,0.00500000,12.7200,44.00,52.00,57.00,-1.00
0.049914,0.111503,0.373323,0.171641,0.00500000,18.0600,44.50,51.00,56.00,-1.00
0.046502,0.126779,0.148784,0.193437,0.00500000,19.2800,41.00,48.00,53.00,-1.00
0.035335,0.089930,0.360724,0.151657,0.00500000,17.3700,44.50,54.50,60.00,-1.00
0.048260,0.122040,0.499916,0.101102,0.00500000,19.3300,46.00,60.00,65.50,-1.00
0.044543,0.102544,0.522978,0.109833,0.00500000,17.1200,46.50,57.00,62.00,-1.00
0.050322,0.118939,0.155156,0.178637,0.00500000,6.0800,43.50,51.50,56.00,-1.00
0.037026,0.092903,0.387730,0.155433,0.00500000,12.0300,46.00,53.00,58.50,-1.00
0.047302,0.105067,0.293576,0.167029,0.00500000,6.9100,41.00,51.00,56.00,-1.00
0.041686,0.103054,0.522054,0.167094,0.00500000,16.7100,41.00,50.00,55.00,-1.00
0.044554,0.115403,0.188362,0.144355,0.00500000,18.1000,49.50,54.00,59.00,-1.00
0.047959,0.107604,0.469807,0.133540,0.00500000,15.6700,45.00,54.00,59.00,-1.00
0.052813,0.090848,0.320909,0.215199,0.00500000,10.9900,42.50,51.50,56.50,-1.00
0.040641,0.094562,0.124058,0.149393,0.00500000,8.2400,49.00,56.00,57.00,-1.00
0.034801,0.091917,0.253887,0.152625,0.00500000,13.6200,46.50,56.00,61.00,-1.00
0.038775,0.105104,0.155299,0.206173,0.00500000,8.4700,44.50,52.00,57.00,-1.00
0.043063,0.115645,0.215921,0.112206,0.00500000,14.8400,46.00,57.00,63.00,-1.00
0.049265,0.103109,0.268819,0.179534,0.00500000,15.7500,42.00,51.00,55.00,-1.00
0.056174,0.155888,0.434906,0.128080,0.00500000,14.8300,39.00,49.50,55.00,-1.00
0.048508,0.124262,0.469443,0.126922,0.00500000,11.8700,41.50,49.50,55.00,-1.00
0.050073,0.104806,0.392070,0.166723,0.00500000,15.6500,43.00,52.00,58.00,-1.00
0.063004,0.138868,0.173771,0.149599,0.00500000,18.8400,41.00,51.00,55.50,-1.00
0.042853,0.114152,0.237720,0.129551,0.00500000,11.0700,46.00,53.00,58.50,-1.00
0.041097,0.106949,0.580517,0.152360,0.00500000,4.9600,43.00,51.00,57.00,-1.00
0.055989,0.101949,0.350252,0.132846,0.00500000,9.4600,43.00,51.00,56.00,-1.00
0.057041,0.106711,0.398114,0.139429,0.00500000,14.7600,40.50,49.50,55.50,-1.00
0.051982,0.097399,0.493411,0.144649,0.00500000,19.0400,40.50,48.50,54.00,-1.00
0.049659,0.121434,0.293203,0.147901,0.00500000,4.9700,44.00,51.00,55.00,-1.00
0.043497,0.092106,0.451803,0.143736,0.00500000,14.9400,43.00,52.00,57.50,-1.00
0.051579,0.128167,0.349760,0.111001,0.00500000,17.5400,41.00,52.50,58.00,-1.00
0.048756,0.097074,0.510367,0.192728,0.00500000,10.9900,41.00,49.00,53.00,-1.00
0.049568,0.098838,0.399670,0.128112,0.00500000,12.7600,44.00,53.00,59.00,-1.00
0.047825,0.109972,0.240272,0.198358,0.00500000,18.8700,39.50,46.00,51.00,-1.00
0.045260,0.137134,0.573402,0.128703,0.00500000,11.1900,43.00,53.50,59.50,-1.00
0.053126,0.114192,0.551849,0.104593,0.00500000,19.7700,43.50,54.50,57.00,-1.00
0.048041,0.129752,0.287362,0.109528,0.00500000,16.6800,42.00,51.00,58.50,-1.00
0.046864,0.119172,0.315207,0.148091,0.00500000,11.2500,42.00,51.00,56.00,-1.00
0.047250,0.086861,0.597170,0.183152,0.00500000,15.9000,44.50,53.00,58.00,-1.00
0.049195,0.092993,0.561628,0.139007,0.00500000,8.6600,43.00,54.00,59.00,-1.00
0.045687,0.097584,0.458332,0.127368,0.00500000,14.3400,44.00,56.00,61.00,-1.00
0.049459,0.109867,0.512146,0.169274,0.00500000,17.6100,42.00,50.00,53.00,-1.00
0.045452,0.102392,0.366021,0.232881,0.00500000,17.1200,42.00,48.00,53.00,-1.00
0.053691,0.128223,0.473329,0.100044,0.00500000,6.6400,43.00,54.00,59.00,-1.00
0.042695,0.108281,0.182651,0.165722,0.00500000,12.0000,47.50,58.00,61.00,-1.00
0.037658,0.104933,0.584516,0.127526,0.00500000,19.7100,44.00,56.00,62.00,-1.00
0.040614,0.100760,0.438922,0.223337,0.00500000,17.8000,42.00,49.00,54.00,-1.00
0.041918,0.111179,0.295955,0.100783,0.00500000,16.9000,46.00,58.00,65.00,-1.00
0.045297,0.105787,0.366916,0.117443,0.00500000,15.3600,46.50,56.00,62.00,-1.00
0.042083,0.092830,0.597852,0.228363,0.00500000,16.4500,43.00,50.00,53.50,-1.00
0.055552,0.116612,0.144534,0.113379,0.00500000,1.9400,42.00,52.50,57.50,-1.00
0.042004,0.094758,0.251338,0.210656,0.00500000,11.7700,44.00,50.00,55.00,-1.00
0.043112,0.102034,0.215715,0.151172,0.00500000,3.5600,43.50,54.00,59.00,-1.00
0.043655,0.096261,0.564010,0.102685,0.00500000,11.4500,48.50,57.00,65.00,-1.00
0.047042,0.118324,0.417205,0.106558,0.00500000,15.4200,43.00,55.00,61.00,-1.00
0.051614,0.120944,0.251392,0.200262,0.00500000,13.8400,40.50,46.50,51.50,-1.00
0.045702,0.121042,0.225083,0.125785,0.00500000,9.2500,43.00,54.00,59.50,-1.00
0.052028,0.155190,0.498346,0.114321,0.00500000,15.3100,40.00,50.00,57.00,-1.00
0.036740,0.124405,0.388939,0.130430,0.00500000,18.7700,46.50,56.00,61.00,-1.00
0.041809,0.100735,0.381462,0.144550,0.00500000,5.5900,48.00,56.00,60.00,-1.00
0.055431,0.110156,0.429277,0.162001,0.00500000,19.7100,40.00,48.00,54.00,-1.00
0.049080,0.097937,0.533103,0.172661,0.00500000,11.4100,42.00,50.00,56.00,-1.00
